bloomberg_ticker,yahoo,data_provider,signals_ticker
TGB MK,,eodhd,TGB.KLSE
MKTG US,,eodhd,MKTG.US
PAGS US,PAGS,eodhd,PAGS.US
DOV IM,,eodhd,DOV.MI
ALC SW,ALC.SW,eodhd,ALC.SW
6121 TT,6121.TWO,eodhd,6121.TWO
TWEKA NA,TWEKA.AS,eodhd,TWEKA.AS
MCFT US,MCFT,eodhd,MCFT.US
BLNK US,BLNK,eodhd,BLNK.US
6914 JP,,yahoo,
BDBD US,,eodhd,BDBD.US
ORCC US,,eodhd,ORCC.US
ARX US,,eodhd,ARX.US
CPRX US,CPRX,eodhd,CPRX.US
BAT SJ,,eodhd,BAT.JSE
CHIR US,,eodhd,CHIR.US
ESSO TB,,eodhd,ESSO.BK
BTH US,,eodhd,BTH.US
AD NA,AD.AS,eodhd,AD.AS
SIBN US,SIBN,eodhd,SIBN.US
ETL FP,ETL.PA,eodhd,ETL.PA
8955 JP,,yahoo,
BET AU,BET.AX,eodhd,BET.AU
DCT GR,,eodhd,DCT.XETRA
VMEM US,,eodhd,VMEM.US
KLOVA SS,,eodhd,KLOV-A.ST
FMER US,,eodhd,FMER.US
VITR SS,VITR.ST,eodhd,VITR.ST
IGTA3 BZ,,eodhd,IGTA3.SA
MAVI TI,,eodhd,MAVI.IS
2400 HK,2400.HK,eodhd,2400.HK
057050 KS,,eodhd,057050.KQ
PAL AV,,eodhd,PAL.VI
KYTH US,,eodhd,KYTH.US
INRN SW,INRN.SW,eodhd,INRN.SW
VMEO US,VMEO,eodhd,VMEO.US
PGOLD PM,,eodhd,PGOLD.PSE
NIHD US,,eodhd,NIHD.US
2206 TT,,eodhd,2206.TW
MIK US,,eodhd,MIK.US
XP US,XP,eodhd,XP.US
RET/A CN,,eodhd,RET-A.TO
NXTL US,,eodhd,NXTL.US
VLA FP,VLA.PA,eodhd,VLA.PA
KEM US,,eodhd,KEM.US
OSI US,,eodhd,OSI.US
FIX US,FIX,eodhd,FIX.US
6008 LN,,eodhd,6008.LSE
3591 TT,,eodhd,3591.TW
SRRK US,,eodhd,SRRK.US
SVY CN,,eodhd,SVY.TO
6800 JP,6800.T,yahoo,6800.T
NWBI US,NWBI,eodhd,NWBI.US
NDM CN,,eodhd,NDM.TO
ILO FP,,eodhd,ILO.PA
TAST US,,eodhd,TAST.US
OSIM SP,,eodhd,OSIM.SG
2409 TT,2409.TW,eodhd,2409.TW
RBG LN,,eodhd,RBG.LSE
AEV PM,,eodhd,AEV.PSE
VTR US,,eodhd,VTR.US
SAPR11 BZ,SAPR11.SA,eodhd,SAPR11.SA
IQW/SV CN,,eodhd,IQW/SV.TO
GGPS3 BZ,GGPS3.SA,eodhd,GGPS3.SA
AVRO US,,eodhd,AVRO.US
MNOV US,,eodhd,MNOV.US
BVB GR,BVB.DE,eodhd,BVB.XETRA
SRNA US,,eodhd,SRNA.US
052400 KS,,eodhd,052400.KQ
AGS LN,,eodhd,AGS.LSE
CFN LN,,eodhd,CFN.LSE
SPK NZ,SPK.NZ,yahoo,SPK.NZ
VOS GR,,eodhd,VOS.XETRA
NCNO US,NCNO,eodhd,NCNO.US
4180 TT,,eodhd,4180.TWO
APG US,APG,eodhd,APG.US
FNB US,FNB,eodhd,FNB.US
IACID US,,eodhd,IACID.US
CVIA US,,eodhd,CVIA.US
DDT LN,,eodhd,DDT.LSE
3727 JP,,yahoo,
1519 TT,,eodhd,1519.TW
SHSP US,,eodhd,SHSP.US
SOPH LN,,eodhd,SOPH.LSE
EVTC US,EVTC,eodhd,EVTC.US
WEGE3 BZ,,eodhd,WEGE3.SA
AUTLANB MF,,eodhd,AUTLANB.MX
COMM US,COMM,eodhd,COMM.US
VST US,VST,eodhd,VST.US
CDMO US,CDMO,eodhd,CDMO.US
BDMN IJ,,eodhd,BDMN.JK
RXM AU,,eodhd,RXM.AU
8923 JP,,yahoo,
FIT US,,eodhd,FIT.US
6548 TT,,eodhd,6548.TWO
TESS US,,eodhd,TESS.US
WBO SJ,,eodhd,WBO.JSE
GORO US,,eodhd,GORO.US
OBSV US,OBSV,eodhd,OBSV.US
AMRI US,,eodhd,AMRI.US
MNRO US,MNRO,eodhd,MNRO.US
MRP PM,,eodhd,MRP.PSE
PTBA IJ,,eodhd,PTBA.JK
RNBS SS,,eodhd,RNBS.ST
CINF US,CINF,eodhd,CINF.US
IXYS US,,eodhd,IXYS.US
RHT SP,,eodhd,RHT.SG
CSL US,CSL,eodhd,CSL.US
NOBINA SS,,eodhd,NOBINA.ST
LCUT US,,eodhd,LCUT.US
INTB3 BZ,INTB3.SA,eodhd,INTB3.SA
DLG GR,,eodhd,DLG.XETRA
PEIX US,,eodhd,PEIX.US
BDX US,BDX,eodhd,BDX.US
115960 KS,,eodhd,115960.KQ
GBT AU,,eodhd,GBT.AU
NRDY US,NRDY,eodhd,NRDY.US
BEC AU,,eodhd,BEC.AU
HIBB US,HIBB,eodhd,HIBB.US
GTXI US,,eodhd,GTXI.US
CLC CN,,eodhd,CLC.CN
291 HK,0291.HK,eodhd,0291.HK
ECYT US,,eodhd,ECYT.US
HTSI US,,eodhd,HTSI.US
ACC US,,eodhd,ACC.US
HUM CN,,eodhd,HUM.TO
DQE US,,eodhd,DQE.US
ALOG US,,eodhd,ALOG.US
YRK US,,eodhd,YRK.US
6504 JP,6504.T,yahoo,6504.T
COOR SS,COOR.ST,eodhd,COOR.ST
6963 JP,6963.T,yahoo,6963.T
003570 KS,,eodhd,003570.KQ
CFFN US,CFFN,eodhd,CFFN.US
2005 HK,2005.HK,eodhd,2005.HK
AFAM US,,eodhd,AFAM.US
TTALO FH,,eodhd,TTALO.HE
9064 JP,9064.T,yahoo,9064.T
VRTX US,VRTX,eodhd,VRTX.US
5410 JP,,yahoo,
WPK CN,WPK.TO,eodhd,WPK.TO
CHFC US,,eodhd,CHFC.US
USFD US,USFD,eodhd,USFD.US
3090 TT,,eodhd,3090.TW
VVNT US,VVNT,eodhd,VVNT.US
IOM US,,eodhd,IOM.US
ISBC US,,eodhd,ISBC.US
VUZI US,VUZI,eodhd,VUZI.US
BXTN LN,,eodhd,BXTN.LSE
TXI US,,eodhd,TXI.US
CMCOM NA,CMCOM.AS,eodhd,CMCOM.AS
IM US,,eodhd,IM.US
AWB AU,,eodhd,AWB.AU
TSLA US,TSLA,eodhd,TSLA.US
AFYA US,AFYA,eodhd,AFYA.US
35 HK,,eodhd,0035.HK
TOU CN,TOU.TO,eodhd,TOU.TO
4958 JP,,yahoo,
HGM NA,,eodhd,HGM.AS
A082850 KS,,eodhd,082850.KQ
9514 JP,,yahoo,
FUBO US,FUBO,eodhd,FUBO.US
ATHLN NA,,eodhd,ATHLN.AS
AMPS US,AMPS,eodhd,AMPS.US
6737 JP,6737.T,yahoo,6737.T
INTRK GA,,eodhd,INTRK.AT
UCB BB,UCB.BR,eodhd,UCB.BR
RIE NO,,eodhd,RIE.OL
JTX US,,eodhd,JTX.US
KRB US,,eodhd,KRB.US
FISV US,FISV,eodhd,FISV.US
6505 TT,6505.TW,eodhd,6505.TW
AVM CN,,eodhd,AVM.CN
GLP SP,,eodhd,GLP.SG
2633 TT,,eodhd,2633.TW
884 HK,0884.HK,eodhd,0884.HK
BDG US,,eodhd,BDG.US
QTRH CN,,eodhd,QTRH.TO
ONXEO FP,,eodhd,ONXEO.PA
148 HK,,eodhd,0148.HK
HOMB US,HOMB,eodhd,HOMB.US
PIRC IM,PIRC.MI,eodhd,PIRC.MI
LVB US,,eodhd,LVB.US
1919 HK,1919.HK,eodhd,1919.HK
BMW GR,BMW.DE,eodhd,BMW.XETRA
AA/ LN,,eodhd,AA.LSE
ONTF US,ONTF,eodhd,ONTF.US
1379 JP,,yahoo,
CRM IM,,eodhd,CRM.MI
CPTS US,,eodhd,CPTS.US
PWI/U CN,,eodhd,PWI/U.TO
CPT US,,eodhd,CPT.US
BCPT LN,,eodhd,BCPT.LSE
2601 HK,2601.HK,eodhd,2601.HK
985 HK,,eodhd,0985.HK
3265 JP,,yahoo,
GCAP US,,eodhd,GCAP.US
4746 TT,,eodhd,4746.TW
DTAS US,,eodhd,DTAS.US
SGC SM,,eodhd,SGC.MC
RSE PW,,eodhd,RSE.WAR
MNSC US,,eodhd,MNSC.US
1212 HK,,eodhd,1212.HK
MCS US,MCS,eodhd,MCS.US
CO/ LN,,eodhd,CO.LSE
PMS IM,,eodhd,PMS.MI
GNVC US,,eodhd,GNVC.US
BYSI US,,eodhd,BYSI.US
AOS US,AOS,eodhd,AOS.US
2400 JP,,yahoo,
CKCRQ US,,eodhd,CKCRQ.US
2411 JP,,yahoo,
DVN US,DVN,eodhd,DVN.US
SRZ US,,eodhd,SRZ.US
GIMA IM,,eodhd,GIMA.MI
ESC GR,,eodhd,ESC.XETRA
ATD/B CA,,ignore,
6194 JP,6194.T,yahoo,6194.T
KBH US,KBH,eodhd,KBH.US
VSCO US,VSCO,eodhd,VSCO.US
EUROB GA,,eodhd,EUROB.AT
PSTRQ US,,eodhd,PSTRQ.US
BNZL LN,BNZL.L,eodhd,BNZL.LSE
5108 JP,5108.T,yahoo,5108.T
MSA US,MSA,eodhd,MSA.US
ARLZ US,,eodhd,ARLZ.US
ARCM SS,,eodhd,ARCM.ST
TTNP MK,,eodhd,TTNP.KLSE
UFIB CN,,eodhd,UFIB.TO
SMP US,SMP,eodhd,SMP.US
BGA AU,BGA.AX,eodhd,BGA.AU
CMS LN,,eodhd,CMS.LSE
NEUR DC,,eodhd,NTG.CO
LABB MF,,eodhd,LABB.MX
JOSB US,,eodhd,JOSB.US
EBSB US,,eodhd,EBSB.US
RMG LN,RMG.L,eodhd,RMG.LSE
6369 JP,,yahoo,
CURI US,,eodhd,CURI.US
NTGY SM,NTGY.MC,eodhd,NTGY.MC
ALGS US,,eodhd,ALGS.US
VISGD US,,eodhd,VISGD.US
SITE US,SITE,eodhd,SITE.US
2811 JP,,yahoo,
TINS IJ,,eodhd,TINS.JK
LSE US,,eodhd,LSE.US
HAR US,,eodhd,HAR.US
2492 TT,,eodhd,2492.TW
9412 JP,9412.T,yahoo,9412.T
THOR US,,eodhd,THOR.US
LCID US,LCID,eodhd,LCID.US
2359 HK,2359.HK,eodhd,2359.HK
SULA11 BZ,SULA11.SA,eodhd,SULA11.SA
NYF SS,NYF.ST,eodhd,NYF.ST
8850 JP,8850.T,yahoo,8850.T
WAL US,WAL,eodhd,WAL.US
MLAS3 BZ,MLAS3.SA,eodhd,MLAS3.SA
HLCL LN,,eodhd,HLCL.LSE
LHC SJ,LHC.JO,eodhd,LHC.JSE
3231 JP,3231.T,yahoo,3231.T
TWIN US,,eodhd,TWIN.US
ORK NO,ORK.OL,eodhd,ORK.OL
FGL US,,eodhd,FGL.US
ORDI NA,ORDI.AS,eodhd,ORDI.AS
SAPE US,,eodhd,SAPE.US
BLKB US,BLKB,eodhd,BLKB.US
LALAB MF,,eodhd,LALAB.MX
PSX US,PSX,eodhd,PSX.US
SHB LN,,eodhd,SHB.LSE
AGP US,,eodhd,AGP.US
FREQ US,,eodhd,FREQ.US
9909 HK,9909.HK,eodhd,9909.HK
PRLB US,PRLB,eodhd,PRLB.US
BJRI US,BJRI,eodhd,BJRI.US
CENTA US,CENTA,eodhd,CENTA.US
2124 JP,2124.T,yahoo,2124.T
FMAO US,FMAO,eodhd,FMAO.US
JOR US,,eodhd,JOR.US
MHLD US,,eodhd,MHLD.US
MRIN US,,eodhd,MRIN.US
2449 TT,2449.TW,eodhd,2449.TW
TWR US,,eodhd,TWR.US
JCG US,,eodhd,JCG.US
CBB US,,eodhd,CBB.US
2 HK,0002.HK,eodhd,0002.HK
6127 HK,6127.HK,eodhd,6127.HK
7747 JP,7747.T,yahoo,7747.T
STAR US,,eodhd,STAR.US
CMC US,CMC,eodhd,CMC.US
FCAM LN,,eodhd,FCAM.LSE
HUD US,,eodhd,HUD.US
AGEI3 BZ,,eodhd,AGEI3.SA
AMG NA,AMG.AS,eodhd,AMG.AS
BNP CN,,eodhd,BNP.TO
9678 JP,9678.T,yahoo,9678.T
MMM US,MMM,eodhd,MMM.US
ETON US,,eodhd,ETON.US
HYR MK,,eodhd,HYR.KLSE
PAS SM,,eodhd,PAS.MC
BRL US,,eodhd,BRL.US
WTRH US,,eodhd,WTRH.US
BSX US,BSX,eodhd,BSX.US
FICO US,FICO,eodhd,FICO.US
MPC GR,,eodhd,MPC.XETRA
MEK US,,eodhd,MEK.US
100130 KS,,eodhd,100130.KQ
TTA TB,,eodhd,TTA.BK
5110 JP,5110.T,yahoo,5110.T
1513 TT,,eodhd,1513.TW
FDUS US,,eodhd,FDUS.US
349 HK,,eodhd,0349.HK
UEIC US,UEIC,eodhd,UEIC.US
SEM PL,,eodhd,SEM.LS
GADG MK,,eodhd,GADG.KLSE
ACT US,ACT,eodhd,ACT.US
5852 JP,,yahoo,
AZEM LN,,eodhd,AZEM.LSE
VIST US,VIST,eodhd,VIST.US
VNF SJ,,eodhd,VNF.JSE
EOPN US,,eodhd,EOPN.US
8242 JP,8242.T,yahoo,8242.T
6324 JP,6324.T,yahoo,6324.T
TKO CN,,eodhd,TKO.TO
ASPU US,,eodhd,ASPU.US
APO US,APO,eodhd,APO.US
RNK LN,,eodhd,RNK.LSE
CHE-U CN,,eodhd,CHE-UN.TO
COLL SS,,eodhd,COLL.ST
MRN US,,eodhd,MRN.US
BT SP,,eodhd,BT.SG
CBJ CN,,eodhd,CBJ.TO
GCO SM,GCO.MC,eodhd,GCO.MC
SSO NO,,eodhd,SSO.OL
TPRE US,,eodhd,TPRE.US
MOTV US,,eodhd,MOTV.US
DBG FP,DBG.PA,eodhd,DBG.PA
IMDC US,,eodhd,IMDC.US
SGY CN,,eodhd,SGY.TO
KLXE US,,eodhd,KLXE.US
DICE US,DICE,eodhd,DICE.US
LIVEPOLC MF,,eodhd,LIVEPOLC-1.MX
PAE US,,eodhd,PAE.US
SCI SP,U96.SI,eodhd,U96.SG
HUBS US,HUBS,eodhd,HUBS.US
SSNI US,,eodhd,SSNI.US
178920 KS,178920.KQ,eodhd,178920.KQ
TSGI CN,,eodhd,TSGI.TO
ZINCQ US,,eodhd,ZINCQ.US
2910 JP,,yahoo,
IMPR US,,eodhd,IMPR.US
DECK US,DECK,eodhd,DECK.US
NXT LN,NXT.L,eodhd,NXT.LSE
RTSX US,,eodhd,RTSX.US
5405 JP,,yahoo,
PZC LN,PZC.L,eodhd,PZC.LSE
COLY US,,eodhd,COLY.US
ONEW US,ONEW,eodhd,ONEW.US
ISE US,,eodhd,ISE.US
GSPN US,,eodhd,GSPN.US
DOVP US,,eodhd,DOVP.US
060150 KS,060150.KQ,eodhd,060150.KQ
KRNT US,KRNT,eodhd,KRNT.US
BBL TB,,eodhd,BBL.BK
CENR SP,,eodhd,CENR.SG
ZM US,ZM,eodhd,ZM.US
DIS US,DIS,eodhd,DIS.US
HMSO LN,,eodhd,HMSO.LSE
MRSN US,MRSN,eodhd,MRSN.US
546 HK,0546.HK,eodhd,0546.HK
TOI GR,,eodhd,TOI.F
KC US,KC,eodhd,KC.US
KRON US,KRON,eodhd,KRON.US
CNW US,,eodhd,CNW.US
PCBC US,,eodhd,PCBC.US
NBSE US,,eodhd,NBSE.US
GLW US,GLW,eodhd,GLW.US
AIQ US,,eodhd,AIQ.US
IVC US,,eodhd,IVC.US
CBAV SM,,eodhd,CBAV.MC
CPWR US,,eodhd,CPWR.US
SME NO,,eodhd,SME.OL
CARS US,CARS,eodhd,CARS.US
CLDN LN,,eodhd,CLDN.LSE
ALX AU,ALX.AX,eodhd,ALX.AU
QUB AU,QUB.AX,eodhd,QUB.AU
XPO US,XPO,eodhd,XPO.US
DEHB MK,,eodhd,DEHB.KLSE
KR US,KR,eodhd,KR.US
7202 JP,7202.T,yahoo,7202.T
RYAM US,,eodhd,RYAM.US
BPB LN,,eodhd,BPB.LSE
GRBK US,GRBK,eodhd,GRBK.US
FFGRP GA,,eodhd,FFGRP.AT
DOOR US,DOOR,eodhd,DOOR.US
PSSI US,,eodhd,PSSI.US
8848 JP,,yahoo,
VIS SM,VIS.MC,eodhd,VIS.MC
TWLL US,,eodhd,TWLL.US
RCUS US,RCUS,eodhd,RCUS.US
AKRA IJ,,eodhd,AKRA.JK
BUD US,,eodhd,BUD.US
SO US,SO,eodhd,SO.US
CTRN US,CTRN,eodhd,CTRN.US
LOVE US,LOVE,eodhd,LOVE.US
9041 JP,,yahoo,
CCPR3 BZ,,eodhd,CCPR3.SA
TGTX US,TGTX,eodhd,TGTX.US
MLI US,,eodhd,MLI.US
UU/ LN,UU.L,eodhd,UU.LSE
FSTR US,,eodhd,FSTR.US
FFARM NA,,eodhd,FFARM.AS
4975 JP,4975.T,yahoo,4975.T
NRX FP,,eodhd,NRX.PA
MXT US,,eodhd,MXT.US
SENS US,SENS,eodhd,SENS.US
MRUS US,MRUS,eodhd,MRUS.US
001740 KS,001740.KS,eodhd,001740.KQ
XPER US,XPER,eodhd,XPER.US
ICOS US,,eodhd,ICOS.US
BND AU,,eodhd,BND.AU
6409 JP,,yahoo,
AIE LN,,eodhd,AIE.LSE
2491 JP,2491.T,yahoo,2491.T
SCU US,,eodhd,SCU.US
CSR US,,eodhd,CSR.US
ISPH US,,eodhd,ISPH.US
SRNE US,,eodhd,SRNE.US
KNOS LN,KNOS.L,eodhd,KNOS.LSE
DAR US,DAR,eodhd,DAR.US
4208 JP,4208.T,yahoo,4208.T
SLM SJ,,eodhd,SLM.JSE
PTI LN,,eodhd,PTI.LSE
001450 KS,001450.KS,eodhd,001450.KQ
MUHI MK,,eodhd,MUHI.KLSE
ROOT US,ROOT,eodhd,ROOT.US
SFG US,,eodhd,SFG.US
9843 JP,9843.T,yahoo,9843.T
UWC MK,5292.KL,eodhd,5292.KLSE
GSANBOB1 MF,,eodhd,GSANBOB1.MX
4293 JP,4293.T,yahoo,4293.T
XAN LN,,eodhd,XAN.LSE
HURGZ TI,,eodhd,HURGZ.IS
DRTK US,,eodhd,DRTK.US
SNPS US,SNPS,eodhd,SNPS.US
6755 JP,6755.T,yahoo,6755.T
FXJ AU,,eodhd,FXJ.AU
NDAQ US,NDAQ,eodhd,NDAQ.US
STA TB,,eodhd,STA.BK
ATCB NA,,eodhd,ATCB.AS
SUZB3 BZ,SUZB3.SA,eodhd,SUZB3.SA
873 HK,0873.HK,eodhd,0873.HK
8016 TT,,eodhd,8016.TW
HIVE US,,eodhd,HIVE.US
USU US,,eodhd,USU.US
PCH US,,eodhd,PCH.US
SSRM CN,,eodhd,SSRM.TO
QLT LN,,eodhd,QLT.LSE
AZT AU,,eodhd,AZT.AU
011780 KS,011780.KS,eodhd,011780.KQ
2638 HK,2638.HK,eodhd,2638.HK
UKC LN,,eodhd,UKC.LSE
6186 HK,6186.HK,eodhd,6186.HK
CGNT US,CGNT,eodhd,CGNT.US
1313 TT,,eodhd,1313.TW
TRDO US,,eodhd,TRDO.US
CEU CN,,eodhd,CEU.TO
SYDB DC,SYDB.CO,eodhd,SYDB.CO
BGO CN,,eodhd,BGO.TO
FSBW US,,eodhd,FSBW.US
NDN US,,eodhd,NDN.US
8571 JP,,yahoo,
MXA CN,,eodhd,MXA.TO
TFI FP,TFI.PA,eodhd,TFI.PA
HOWL US,,eodhd,HOWL.US
ATT SJ,,eodhd,ATT.JSE
CVLG US,CVLG,eodhd,CVLG.US
LCI US,,eodhd,LCI.US
PCLND US,,eodhd,PCLND.US
EDU US,EDU,eodhd,EDU.US
ROU BB,,eodhd,ROU.BR
TTPH US,,eodhd,TTPH.US
INNOC NA,,eodhd,INNOC.AS
9201 JP,9201.T,yahoo,9201.T
AET US,,eodhd,AET.US
073240 KS,,eodhd,073240.KQ
AAH CN,,eodhd,AAH.TO
AKT LN,,eodhd,AKT.LSE
HEX NO,,eodhd,HEX.OL
CSL AU,CSL.AX,eodhd,CSL.AU
GHL US,,eodhd,GHL.US
BHB MK,,eodhd,BHB.KLSE
HGTX3 BZ,,eodhd,HGTX3.SA
FRLN US,,eodhd,FRLN.US
IOIPG MK,,eodhd,IOIPG.KLSE
EXC US,EXC,eodhd,EXC.US
SCG US,,eodhd,SCG.US
RLGY US,,eodhd,RLGY.US
VCT NZ,,yahoo,
AMBUB DC,AMBU-B.CO,eodhd,AMBUB.CO
AEIN GR,,eodhd,AEIN.XETRA
6925 JP,6925.T,yahoo,6925.T
TTWO US,TTWO,eodhd,TTWO.US
SHG AU,,eodhd,SHG.AU
CTKB US,CTKB,eodhd,CTKB.US
FOX US,,eodhd,FOX.US
SSNC US,SSNC,eodhd,SSNC.US
9007 JP,9007.T,yahoo,9007.T
1288 HK,1288.HK,eodhd,1288.HK
3010 TT,,eodhd,3010.TW
TF/U CN,,eodhd,TF/U.TO
KLBF IJ,,eodhd,KLBF.JK
CE US,CE,eodhd,CE.US
CNP FP,,eodhd,CNP.PA
JMAT LN,JMAT.L,eodhd,JMAT.LSE
GTIV US,,eodhd,GTIV.US
AGTC US,,eodhd,AGTC.US
WEGA NA,,eodhd,WEGA.AS
1538,,ignore,
BWNG US,,eodhd,BWNG.US
AL/ LN,,eodhd,AL.LSE
6814 JP,,yahoo,
NETC DC,NETC.CO,eodhd,NETC.CO
2318 HK,2318.HK,eodhd,2318.HK
121440 KS,,eodhd,121440.KQ
8874 JP,,yahoo,
GEOS US,,eodhd,GEOS.US
USCR US,,eodhd,USCR.US
8795 JP,8795.T,yahoo,8795.T
UVV US,,eodhd,UVV.US
FRGI US,,eodhd,FRGI.US
CMA SP,,eodhd,CMA.SG
NAV US,,eodhd,NAV.US
APRE US,,eodhd,APRE.US
HNT LN,,eodhd,HNT.LSE
6474 JP,6474.T,yahoo,6474.T
WOR US,WOR,eodhd,WOR.US
GRI LN,GRI.L,eodhd,GRI.LSE
FIVN US,FIVN,eodhd,FIVN.US
005960 KS,,eodhd,005960.KQ
CDWD US,,eodhd,CDWD.US
AF US,,eodhd,AF.US
PRGS US,PRGS,eodhd,PRGS.US
6569 JP,,yahoo,
PTEK US,,eodhd,PTEK.US
012750 KS,012750.KS,eodhd,012750.KQ
970 HK,,eodhd,0970.HK
SNDR US,SNDR,eodhd,SNDR.US
NCNA US,,eodhd,NCNA.US
8022 JP,,yahoo,
REA AU,REA.AX,eodhd,REA.AU
6140 JP,,yahoo,
GKIS US,,eodhd,GKIS.US
548 HK,0548.HK,eodhd,0548.HK
FRME US,FRME,eodhd,FRME.US
OCR US,,eodhd,OCR.US
ACM US,ACM,eodhd,ACM.US
ATT SS,,eodhd,ATT.ST
PHAT US,PHAT,eodhd,PHAT.US
SGEN US,SGEN,eodhd,SGEN.US
2681 JP,,yahoo,
PKZ CN,,eodhd,PKZ.TO
SMFT3 BZ,SMFT3.SA,eodhd,SMFT3.SA
SRCE US,SRCE,eodhd,SRCE.US
6235 TT,,eodhd,6235.TW
ALTA US,,eodhd,ALTA.US
SPKE US,,eodhd,SPKE.US
AR CN,,eodhd,AR.TO
EPC GR,,eodhd,EPC.XETRA
FHTX US,FHTX,eodhd,FHTX.US
PETS US,PETS,eodhd,PETS.US
PDYN US,,eodhd,PDYN.US
ARZZ3 BZ,ARZZ3.SA,eodhd,ARZZ3.SA
PROV US,,eodhd,PROV.US
BAM/A CN,BAM-A.TO,eodhd,BAM-A.TO
YELP US,YELP,eodhd,YELP.US
CTPNV NA,CTPNV.AS,eodhd,CTPNV.AS
ACR NO,,eodhd,ACR.OL
EPROB SS,EPRO-B.ST,eodhd,EPRO-B.ST
2367 TT,,eodhd,2367.TW
VAR1 GR,VAR1.DE,eodhd,VAR1.XETRA
3189 TT,3189.TW,eodhd,3189.TW
MSGE US,MSGE,eodhd,MSGE.US
4505 JP,,yahoo,
2417 TT,,eodhd,2417.TW
NSS US,,eodhd,NSS.US
ATL IM,,eodhd,ATL.MI
MCRN US,,eodhd,MCRN.US
EUCAR FP,,eodhd,EUCAR.PA
HZNP US,HZNP,eodhd,HZNP.US
U US,U,eodhd,U.US
PBG PW,,eodhd,PBG.WAR
1310 HK,1310.HK,eodhd,1310.HK
TDCX US,TDCX,eodhd,TDCX.US
VACN SW,VACN.SW,eodhd,VACN.SW
CUERVO* MF,,eodhd,CUERVO.MX
4966 TT,4966.TWO,eodhd,4966.TWO
VVAR3 BZ,,eodhd,VVAR3.SA
ACE IM,ACE.MI,eodhd,ACE.MI
CORZ US,CORZ,eodhd,CORZ.US
MERL LN,,eodhd,MERL.LSE
HMSP IJ,,eodhd,HMSP.JK
STAN LN,STAN.L,eodhd,STAN.LSE
8951 JP,,yahoo,
LMOS US,,eodhd,LMOS.US
BCO US,,eodhd,BCO.US
2823 TT,,eodhd,2823.TW
OMI US,OMI,eodhd,OMI.US
VIVART GA,,eodhd,VIVART.AT
CRUS US,CRUS,eodhd,CRUS.US
UNS CN,,eodhd,UNS.TO
PAVM US,,eodhd,PAVM.US
EVH US,EVH,eodhd,EVH.US
7575 JP,7575.T,yahoo,7575.T
7296 JP,7296.T,yahoo,7296.T
BHG SS,BHG.ST,eodhd,BHG.ST
MOON LN,MOON.L,eodhd,MOON.LSE
THRX US,THRX,eodhd,THRX.US
9915 TT,,eodhd,9915.TWO
TC1 GR,,eodhd,TC1.XETRA
8316 JP,8316.T,yahoo,8316.T
CAT US,CAT,eodhd,CAT.US
130960 KS,,eodhd,130960.KQ
DOGT MK,7204.KL,eodhd,7204.KLSE
ACL AU,ACL.AX,eodhd,ACL.AU
PAYX US,PAYX,eodhd,PAYX.US
2502 JP,2502.T,yahoo,2502.T
7342 JP,7342.T,yahoo,7342.T
7274 JP,,yahoo,
PVTB US,,eodhd,PVTB.US
001300 KS,,eodhd,001300.KQ
079160 KS,079160.KS,eodhd,079160.KQ
CSOD US,,eodhd,CSOD.US
NTC SJ,NTC.JO,eodhd,NTC.JSE
PKO PW,,eodhd,PKO.WAR
FOMX US,,eodhd,FOMX.US
2451 TT,,eodhd,2451.TW
FSB US,,eodhd,FSB.US
PMI IM,,eodhd,PMI.MI
BWB US,BWB,eodhd,BWB.US
2337 JP,2337.T,yahoo,2337.T
CME US,CME,eodhd,CME.US
RNDC US,,eodhd,RNDC.US
8058 JP,8058.T,yahoo,8058.T
DAE SW,DAE.SW,eodhd,DAE.SW
WHA TB,,eodhd,WHA.BK
PACB US,PACB,eodhd,PACB.US
YTLP MK,,eodhd,YTLP.KLSE
CPI SJ,CPI.JO,eodhd,CPI.JSE
AUQ CN,,eodhd,AUQ.V
TLX AU,TLX.AX,eodhd,TLX.AU
PCTN LN,,eodhd,PCTN.LSE
NTMD US,,eodhd,NTMD.US
635 HK,,eodhd,0635.HK
UQA AV,UQA.VI,eodhd,UQA.VI
1 HK,0001.HK,eodhd,0001.HK
FOE NO,,eodhd,FOE.OL
HANA TB,,eodhd,HANA.BK
DIC GR,DIC.DE,eodhd,DIC.XETRA
ROR LN,ROR.L,eodhd,ROR.LSE
4551 TT,4551.TW,eodhd,4551.TW
6644 JP,,yahoo,
MRZ IM,,eodhd,MRZ.MI
STO NA,,eodhd,STO.AS
098460 KS,098460.KQ,eodhd,098460.KQ
OIL CN,,eodhd,OIL.CN
JSLG3 BZ,,eodhd,JSLG3.SA
CGD FP,,eodhd,CGD.PA
FA US,FA,eodhd,FA.US
NYLD US,,eodhd,NYLD.US
NOBI SS,NOBI.ST,eodhd,NOBI.ST
STLD US,STLD,eodhd,STLD.US
HYRE US,,eodhd,HYRE.US
PHCC US,,eodhd,PHCC.US
ABT US,ABT,eodhd,ABT.US
CUS AU,,eodhd,CUS.AU
SSD US,SSD,eodhd,SSD.US
BAY LN,,eodhd,BAY.LSE
LISN SW,,eodhd,LISN.SW
307950 KS,307950.KS,eodhd,307950.KO
BEFSDB US,,eodhd,BEFSDB.US
MDVL US,,eodhd,MDVL.US
3103 JP,,yahoo,
